bref_id,mlb_depth,debut,espn_id,cbs_name,mlb_name,bref_name,bats,lahman_id,retro_id,espn_pos,nfbc_id,yahoo_name,espn_name,yahoo_pos,nfbc_name,birth_year,mlb_id,fg_name,retro_name,wb_years,cbs_id,yahoo_id,mlb_team,bp_id,cbs_pos,nfbc_pos,mlb_team_long,fg_id,throws,mlb_pos
,,,32715,Taylor Motter,Taylor Motter,,R,,,RF,,,Taylor Motter,,,1989,600301,Taylor Motter,,0,2043829,,TB,69304,RF,,Tampa Bay Rays,sa577804,R,RF
,,,33671,Taylor Rogers,Taylor Rogers,,L,,,SP,10133,Taylor Rogers,Taylor Rogers,SP,Taylor Rogers,1990,573124,Taylor Rogers,,0,2164751,10133,MIN,99954,SP,P,Minnesota Twins,sa503168,L,P
teagata01,,7/18/2008,29191,Taylor Teagarden,Taylor Teagarden,Taylor Teagarden,R,teagata01,teagt001,C,8306,Taylor Teagarden,Taylor Teagarden,C,Taylor Teagarden,1983,460003,Taylor Teagarden,Taylor Teagarden,-1,593277,8306,CHC,46822,C,C,Chicago Cubs,5199,R,C
thompta01,,7/20/2014,33400,Taylor Thompson,Taylor Thompson,Taylor Thompson,R,thompta01,thomt001,RP,9769,Taylor Thompson,Taylor Thompson,RP,Taylor Thompson,1987,543853,Taylor Thompson,Taylor Thompson,-1,2119520,9769,OAK,60040,RP,P,Oakland Athletics,10019,R,P
,,,33654,Tayron Guerrero,Tayron Guerrero,,R,,,RP,10145,Tayron Guerrero,Tayron Guerrero,RP,Tayron Guerrero,1991,594027,Tayron Guerrero,,0,2159842,10145,SD,67641,RP,P,San Diego Padres,sa551046,R,P
gorete01,,9/2/2014,33632,Terrance Gore,Terrance Gore,Terrance Gore,R,gorete01,goret001,LF,9804,Terrance Gore,Terrance Gore,LF,Terrance Gore,1991,605253,Terrance Gore,Terrance Gore,0.066,2146190,9804,KC,69538,LF,LF,Kansas City Royals,13658,R,LF
weberth01,,4/22/2012,32387,Thad Weber,Thad Weber,Thad Weber,R,weberth01,webet001,RP,9160,Thad Weber,Thad Weber,RP,Thad Weber,1984,519403,Thad Weber,Thad Weber,-1,1960771,9160,TOR,58292,RP,P,Toronto Blue Jays,8036,R,P
fieldth01,,9/11/2011,30785,Tommy Field,Thomas Field,Thomas Field,R,fieldth01,fielt001,2B,9081,Tommy Field,Tommy Field,2B/SS,Tommy Field,1987,474494,Tommy Field,Thomas Field,-1,1740928,9081,TEX,57835,2B,2B,Texas Rangers,6262,R,2B
nealth01,,9/2/2012,30572,Thomas Neal,Thomas Neal,Thomas Neal,R,nealth01,nealt001,LF,9287,Thomas Neal,Thomas Neal,RF/LF,Thomas Neal,1987,489166,Thomas Neal,Thomas Neal,-1,1733549,9287,CHC,51808,LF,OF,Chicago Cubs,9461,R,OF
beckhti01,SS2,9/19/2013,30212,Tim Beckham,Tim Beckham,Tim Beckham,R,beckhti01,beckt001,2B,8691,Tim Beckham,Tim Beckham,2B/SS,Tim Beckham,1990,542921,Tim Beckham,Tim Beckham,1.145,1663586,8691,TB,58058,2B,2B,Tampa Bay Rays,7949,R,2B
,,,31605,Tim Berry,Tim Berry,,L,,,SP,9725,Tim Berry,Tim Berry,RP,Tim Berry,1991,572718,Tim Berry,,0,2107830,9725,MIA,66625,SP,P,Miami Marlins,sa503777,L,P
colliti01,,3/31/2011,30995,Tim Collins,Tim Collins,Tim Collins,L,colliti01,collt001,RP,8888,Tim Collins,Tim Collins,RP,Tim Collins,1989,525768,Tim Collins,Tim Collins,4.097,1671045,8888,KC,57679,RP,P,Kansas City Royals,3164,L,P
cooneti01,,4/30/2015,33159,Tim Cooney,Tim Cooney,Tim Cooney,L,,coont001,SP,9947,Tim Cooney,Tim Cooney,SP,Tim Cooney,1990,608641,Tim Cooney,Tim Cooney,0.025,2114446,9947,STL,100289,SP,P,St. Louis Cardinals,13762,L,P
dillati01,,5/23/2008,29140,Tim Dillard,Tim Dillard,Tim Dillard,R,dillati01,dillt001,RP,8255,Tim Dillard,Tim Dillard,RP,Tim Dillard,1983,457422,Tim Dillard,Tim Dillard,-1,1098916,8255,MIL,47352,RP,P,Milwaukee Brewers,5518,R,P
federti01,,9/11/2011,31038,Tim Federowicz,Tim Federowicz,Tim Federowicz,R,federti01,fedet001,C,9075,Tim Federowicz,Tim Federowicz,C,Tim Federowicz,1987,543148,Tim Federowicz,Tim Federowicz,-1,1669884,9075,SD,58217,C,C,San Diego Padres,8609,R,C
hudsoti01,,6/8/1999,4084,Tim Hudson,Tim Hudson,Tim Hudson,R,hudsoti01,hudst001,SP,6245,Tim Hudson,Tim Hudson,SP,Tim Hudson,1975,218596,Tim Hudson,Tim Hudson,-1,132684,6245,SF,938,SP,P,San Francisco Giants,921,R,P
linceti01,,5/6/2007,28705,Tim Lincecum,Tim Lincecum,Tim Lincecum,L,linceti01,linct001,SP,7981,Tim Lincecum,Tim Lincecum,SP,Tim Lincecum,1984,453311,Tim Lincecum,Tim Lincecum,-1,1182822,7981,SF,51967,SP,P,San Francisco Giants,5705,R,P
staufti01,,5/11/2005,6207,Tim Stauffer,Tim Stauffer,Tim Stauffer,R,staufti01,staut001,RP,7500,Tim Stauffer,Tim Stauffer,RP/SP,Tim Stauffer,1982,431162,Tim Stauffer,Tim Stauffer,-1,484529,7500,NYM,45617,RP,P,New York Mets,6432,R,P
housetj01,SP7,5/17/2014,32610,T.J. House,TJ House,T.J. House,R,housetj01,houst002,SP,9443,TJ House,T.J. House,SP,TJ House,1989,543334,T.J. House,TJ House,1.104,2027431,9443,CLE,60836,SP,P,Cleveland Indians,9121,L,P
coffeto01,,4/19/2005,6221,Todd Coffey,Todd Coffey,Todd Coffey,R,coffeto01,cofft001,RP,7514,Todd Coffey,Todd Coffey,RP,Todd Coffey,1980,434298,Todd Coffey,Todd Coffey,-1,530354,7514,LAD,33967,RP,P,Los Angeles Dodgers,2467,R,P
cunnito01,LF3,7/30/2013,31227,Todd Cunningham,Todd Cunningham,Todd Cunningham,S,cunnito01,cunnt001,LF,9476,Todd Cunningham,Todd Cunningham,LF/CF,Todd Cunningham,1989,592239,Todd Cunningham,Todd Cunningham,0.08,1804764,9476,LAA,66969,LF,LF,Los Angeles Angels,10822,R,CF
frazito01,3B1,5/23/2011,30004,Todd Frazier,Todd Frazier,Todd Frazier,R,frazito01,frazt001,3B,8629,Todd Frazier,Todd Frazier,3B/1B,Todd Frazier,1986,453943,Todd Frazier,Todd Frazier,4.071,1630078,8629,CWS,53395,3B,3B,Chicago White Sox,785,R,3B
redmoto01,,8/18/2012,30082,Todd Redmond,Todd Redmond,Todd Redmond,R,redmoto01,redmt002,RP,9218,Todd Redmond,Todd Redmond,RP,Todd Redmond,1985,445170,Todd Redmond,Todd Redmond,-1,1200077,9218,TOR,48532,RP,P,Toronto Blue Jays,9943,R,P
gorzeto01,,9/20/2005,6449,Tom Gorzelanny,Tom Gorzelanny,Tom Gorzelanny,R,gorzeto01,gorzt001,RP,7678,Tom Gorzelanny,Tom Gorzelanny,RP/SP,Tom Gorzelanny,1982,452733,Tom Gorzelanny,Tom Gorzelanny,-1,566069,7678,DET,45530,RP,P,Detroit Tigers,6244,L,P
koehlto01,SP3,9/5/2012,31079,Tom Koehler,Tom Koehler,Tom Koehler,R,koehlto01,koeht001,SP,9294,Tom Koehler,Tom Koehler,SP,Tom Koehler,1986,543408,Tom Koehler,Tom Koehler,3.016,1795805,9294,MIA,58356,SP,P,Miami Marlins,6570,R,P
murphto04,C3,9/12/2015,33225,Tom Murphy,Tom Murphy,Tom Murphy,R,,murpt002,C,9570,Tom Murphy,Tom Murphy,C,Tom Murphy,1991,608596,Tom Murphy,Tom Murphy,0.024,2064804,9570,COL,70673,C,C,Colorado Rockies,13499,R,C
wilheto01,RP5,4/3/2011,31517,Tom Wilhelmsen,Tom Wilhelmsen,Tom Wilhelmsen,R,wilheto01,wilht001,RP,8883,Tom Wilhelmsen,Tom Wilhelmsen,RP,Tom Wilhelmsen,1983,452666,Tom Wilhelmsen,Tom Wilhelmsen,4.091,1784885,8883,TEX,65756,RP,P,Texas Rangers,9975,R,P
telisto01,C3,8/25/2014,33065,Tomas Telis,Tomas Telis,Tomas Telis,S,telisto01,telit001,C,9797,Tomás Telís,Tomas Telis,C,Tomas Telis,1991,542513,Tomas Telis,Tomas Telis,0.096,2118883,9797,MIA,59818,C,C,Miami Marlins,10067,R,C
hansoto01,,6/7/2009,30191,Tommy Hanson,Tommy Hanson,Tommy Hanson,R,hansoto01,hanst001,SP,8397,Tommy Hanson,Tommy Hanson,SP,Tommy Hanson,1986,462102,Tommy Hanson,Tommy Hanson,-1,1616925,8397,TEX,52080,SP,P,Texas Rangers,9129,R,P
hottoto01,,6/3/2011,30736,Tommy Hottovy,Tommy Hottovy,Tommy Hottovy,L,hottoto01,hottt001,RP,8954,Tommy Hottovy,Tommy Hottovy,RP,Tommy Hottovy,1981,459415,Tommy Hottovy,Tommy Hottovy,-1,1740948,8954,TOR,45539,RP,P,Toronto Blue Jays,7542,L,P
hunteto02,RP10,8/1/2008,29198,Tommy Hunter,Tommy Hunter,Tommy Hunter,R,hunteto02,huntt002,RP,8312,Tommy Hunter,Tommy Hunter,RP/SP,Tommy Hunter,1986,488984,Tommy Hunter,Tommy Hunter,6.066,1595123,8312,CLE,57403,RP,P,Cleveland Indians,1157,R,P
,,,31995,Tommy Joseph,Tommy Joseph,,R,,,C,9101,Tommy Joseph,Tommy Joseph,C/1B,Tommy Joseph,1991,571830,Tommy Joseph,,0,1794784,9101,PHI,66557,C,C,Philadelphia Phillies,sa500806,R,C
kahnlto01,RP10,4/3/2014,31867,Tommy Kahnle,Tommy Kahnle,Tommy Kahnle,R,kahnlto01,kahnt001,RP,9653,Tommy Kahnle,Tommy Kahnle,RP,Tommy Kahnle,1989,592454,Tommy Kahnle,Tommy Kahnle,1.087,2040766,9653,CWS,67028,RP,P,Chicago White Sox,11384,R,P
lasteto01,2B2,5/28/2014,32217,Tommy La Stella,Tommy La Stella,Tommy La Stella,L,lasteto01,lastt001,2B,9545,Tommy La Stella,Tommy La Stella,2B/3B,Tommy La Stella,1989,600303,Tommy La Stella,Tommy La Stella,1.124,1954553,9545,CHC,69305,2B,2B,Chicago Cubs,12371,R,2B
layneto01,RP6,8/14/2012,30588,Tommy Layne,Tommy Layne,Tommy Layne,L,layneto01,laynt001,RP,9270,Tommy Layne,Tommy Layne,RP,Tommy Layne,1984,518927,Tom Layne,Tom Layne,1.144,1734604,9270,BOS,55935,RP,P,Boston Red Sox,7501,L,P
medicto01,,9/11/2013,32882,Tommy Medica,Tommy Medica,Tommy Medica,R,medicto01,medit001,1B,9531,Tommy Medica,Tommy Medica,1B/LF,Tommy Medica,1988,523265,Tommy Medica,Tommy Medica,-1,2048696,9531,MIA,65927,1B,1B,Miami Marlins,11147,R,1B
milonto01,SP5,9/3/2011,31706,Tommy Milone,Tommy Milone,Tommy Milone,L,milonto01,milot001,SP,9035,Tommy Milone,Tommy Milone,SP,Tommy Milone,1987,543548,Tommy Milone,Tom Milone,3.143,1846229,9035,MIN,58459,SP,P,Minnesota Twins,7608,L,P
phamth01,CF2,9/9/2014,31208,Thomas Pham,Tommy Pham,Tommy Pham,R,phamth01,phamt001,CF,9842,Tommy Pham,Thomas Pham,CF/LF,Tommy Pham,1988,502054,Tommy Pham,Tommy Pham,0.149,1804466,9842,STL,50106,CF,CF,St. Louis Cardinals,2967,R,CF
abreuto01,,5/22/2007,28777,Tony Abreu,Tony Abreu,Tony Abreu,S,abreuto01,abret001,2B,8033,Tony Abreu,Tony Abreu,2B/3B,Tony Abreu,1984,473234,Tony Abreu,Tony Abreu,-1,593265,8033,SF,46923,2B,2B,San Francisco Giants,5053,R,2B
,RP8,,30181,Tony Barnette,Tony Barnette,,R,,,RP,10102,Tony Barnette,Tony Barnette,RP,Tony Barnette,1983,501817,Tony Barnette,,0,1663015,10102,TEX,51059,RP,P,Texas Rangers,sa327110,R,P
campato01,,5/17/2011,30846,Tony Campana,Tony Campana,Tony Campana,L,campato01,campt001,CF,8933,Tony Campana,Tony Campana,CF/LF,Tony Campana,1986,542999,Tony Campana,Tony Campana,-1,1665403,8933,LAA,58124,CF,CF,Anaheim Angels,4964,L,OF
cingrto01,RP3,9/9/2012,32135,Tony Cingrani,Tony Cingrani,Tony Cingrani,L,cingrto01,cingt001,RP,9296,Tony Cingrani,Tony Cingrani,RP/SP,Tony Cingrani,1989,571561,Tony Cingrani,Tony Cingrani,2.038,1947829,9296,CIN,70349,RP,P,Cincinnati Reds,12555,L,P
cruzto03,C3,5/24/2011,30936,Tony Cruz,Tony Cruz,Tony Cruz,R,cruzto03,cruzt002,C,8938,Tony Cruz,Tony Cruz,C,Tony Cruz,1986,488810,Tony Cruz,Tony Cruz,4.105,1661499,8938,KC,55765,C,C,Kansas City Royals,2802,R,C
gwynnto02,,7/15/2006,28516,Tony Gwynn,Tony Gwynn Jr.,Tony Gwynn,L,gwynnto02,gwynt002,CF,7814,Tony Gwynn Jr.,Tony Gwynn,CF/LF,Tony Gwynn Jr.,1982,448242,Tony Gwynn,Tony Gwynn,-1,489849,7814,PHI,45423,CF,CF,Philadelphia Phillies,6141,R,CF
sanchto01,C3,6/23/2013,30584,Tony Sanchez,Tony Sanchez,Tony Sanchez,R,sanchto01,sanct001,C,9394,Tony Sánchez,Tony Sanchez,C,Tony Sanchez,1988,506997,Tony Sanchez,Tony Sanchez,0.155,1735793,9394,PIT,59319,C,C,Pittsburgh Pirates,6178,R,C
sippto01,RP3,4/22/2009,28673,Tony Sipp,Tony Sipp,Tony Sipp,L,sippto01,sippt001,RP,7949,Tony Sipp,Tony Sipp,RP,Tony Sipp,1983,448609,Tony Sipp,Tony Sipp,6.1,583494,7949,HOU,46630,RP,P,Houston Astros,8280,L,P
watsoto01,RP2,6/8/2011,31513,Tony Watson,Tony Watson,Tony Watson,L,watsoto01,watst001,RP,8958,Tony Watson,Tony Watson,RP,Tony Watson,1985,453265,Tony Watson,Tony Watson,4.101,1784882,8958,PIT,56957,RP,P,Pittsburgh Pirates,3132,L,P
,,,31844,Tony Wolters,Tony Wolters,,L,,,C,,,Tony Wolters,,,1992,547172,Tony Wolters,,0,2043940,,COL,66017,C,,Colorado Rockies,sa548197,R,C
zychto01,RP4,9/4/2015,32182,Tony Zych,Tony Zych,Tony Zych,R,,zycht001,RP,10073,Tony Zych,Tony Zych,RP,Tony Zych,1990,543964,Tony Zych,Tony Zych,0.034,1953415,10073,SEA,70334,RP,P,Seattle Mariners,12876,R,P
hunteto01,,8/22/1997,3723,Torii Hunter,Torii Hunter,Torii Hunter,R,hunteto01,huntt001,RF,5884,Torii Hunter,Torii Hunter,RF,Torii Hunter,1975,116338,Torii Hunter,Torii Hunter,-1,10813,5884,MIN,1480,RF,RF,Minnesota Twins,731,R,OF
muratto01,,6/2/2015,33503,Toru Murata,Toru Murata,Toru Murata,L,,murat001,SP,10014,Toru Murata,Toru Murata,SP,Toru Murata,1985,538506,Toru Murata,Toru Murata,-1,2121145,10014,CLE,68998,P,P,Cleveland Indians,11652,R,P
blacktr01,,7/1/2004,6018,Travis Blackley,Travis Blackley,Travis Blackley,L,blacktr01,blact001,RP,7369,Travis Blackley,Travis Blackley,RP,Travis Blackley,1982,429715,Travis Blackley,Travis Blackley,-1,392325,7369,TEX,31670,SP,P,Texas Rangers,3234,L,P
bucktr01,,4/2/2007,28646,Travis Buck,Travis Buck,Travis Buck,L,bucktr01,buckt001,LF,7922,Travis Buck,Travis Buck,RF,Travis Buck,1983,459941,Travis Buck,Travis Buck,-1,1186194,7922,HOU,47162,LF,OF,Houston Astros,4646,R,OF
darnatr01,C1,8/17/2013,29951,Travis d'Arnaud,Travis d'Arnaud,Travis d'Arnaud,R,darnatr01,darnt001,C,9096,Travis d'Arnaud,Travis d'Arnaud,C,Travis d'Arnaud,1989,518595,Travis d'Arnaud,Travis d'Arnaud,2.044,1730742,9096,NYM,55784,C,C,New York Mets,7739,R,C
hafnetr01,,8/6/2002,4752,Travis Hafner,Travis Hafner,Travis Hafner,L,hafnetr01,hafnt001,DH,6980,Travis Hafner,Travis Hafner,DH,Travis Hafner,1977,400098,Travis Hafner,Travis Hafner,-1,223614,6980,NYY,1264,DH,DH,New York Yankees,1573,R,DH
ishiktr01,,4/18/2006,6509,Travis Ishikawa,Travis Ishikawa,Travis Ishikawa,L,ishiktr01,ishit001,1B,7734,Travis Ishikawa,Travis Ishikawa,1B/LF,Travis Ishikawa,1983,448170,Travis Ishikawa,Travis Ishikawa,-1,549249,7734,PIT,37362,1B,1B,Pittsburgh Pirates,4793,L,1B
jankotr01,CF3,8/21/2015,32751,Travis Jankowski,Travis Jankowski,Travis Jankowski,L,,jankt001,CF,10050,Travis Jankowski,Travis Jankowski,CF,Travis Jankowski,1991,608671,Travis Jankowski,Travis Jankowski,0.047,2044387,10050,SD,100300,CF,CF,San Diego Padres,13768,R,CF
shawtr01,1B2,5/8/2015,32890,Travis Shaw,Travis Shaw,Travis Shaw,L,,shawt001,1B,9961,Travis Shaw,Travis Shaw,1B/3B,Travis Shaw,1990,543768,Travis Shaw,Travis Shaw,0.088,2048656,9961,BOS,69188,1B,1B,Boston Red Sox,11982,R,1B
snidetr01,,8/29/2008,29189,Travis Snider,Travis Snider,Travis Snider,L,snidetr01,snidt001,LF,8304,Travis Snider,Travis Snider,LF/RF,Travis Snider,1988,501983,Travis Snider,Travis Snider,-1,1232132,8304,PIT,50073,LF,LF,Pittsburgh Pirates,2830,L,RF
tartatr01,,9/23/2015,33163,Travis Tartamella,Travis Tartamella,Travis Tartamella,R,,tartt001,C,10094,Travis Tartamella,Travis Tartamella,C,Travis Tartamella,1987,502023,Travis Tartamella,Travis Tartamella,-1,2114450,10094,STL,59270,C,C,St. Louis Cardinals,6748,R,C
woodtr01,RP2,7/1/2010,30515,Travis Wood,Travis Wood,Travis Wood,R,woodtr01,woodt004,RP,8630,Travis Wood,Travis Wood,SP/RP,Travis Wood,1987,475243,Travis Wood,Travis Wood,5.004,1717422,8630,CHC,49168,RP,P,Chicago Cubs,9884,L,P
thomptr01,LF4,8/4/2015,30743,Trayce Thompson,Trayce Thompson,Trayce Thompson,R,,thomt002,CF,10040,Trayce Thompson,Trayce Thompson,RF/CF,Trayce Thompson,1991,572204,Trayce Thompson,Trayce Thompson,0.063,1741020,10040,LAD,60737,CF,RF,Los Angeles Dodgers,9952,R,CF
robintr01,,8/5/2011,29639,Trayvon Robinson,Trayvon Robinson,Trayvon Robinson,S,robintr01,robit001,CF,9008,Trayvon Robinson,Trayvon Robinson,LF,Trayvon Robinson,1987,477054,Trayvon Robinson,Trayvon Robinson,-1,1603040,9008,SD,48550,CF,OF,San Diego Padres,9875,R,LF
turnetr01,SS2,8/21/2015,33710,Trea Turner,Trea Turner,Trea Turner,R,,turnt001,SS,10056,Trea Turner,Trea Turner,SS,Trea Turner,1993,607208,Trea Turner,Trea Turner,0.045,2135249,10056,WSH,70917,SS,SS,Washington Nationals,16252,R,SS
bauertr01,SP4,6/28/2012,32014,Trevor Bauer,Trevor Bauer,Trevor Bauer,R,bauertr01,bauet001,SP,9122,Trevor Bauer,Trevor Bauer,SP,Trevor Bauer,1991,545333,Trevor Bauer,Trevor Bauer,1.158,1852623,9122,CLE,70335,SP,P,Cleveland Indians,12703,R,P
belltr01,,8/12/2009,30371,Trevor Bell,Trevor Bell,Trevor Bell,L,belltr01,bellt002,RP,8555,Trevor Bell,Trevor Bell,RP,Trevor Bell,1986,457707,Trevor Bell,Trevor Bell,-1,1666821,8555,CIN,47068,RP,P,Cincinnati Reds,7074,R,P
browntr01,,9/19/2015,33484,Trevor Brown,Trevor Brown,Trevor Brown,R,,browt002,C,10091,Trevor Brown,Trevor Brown,C,Trevor Brown,1991,623143,Trevor Brown,Trevor Brown,0.019,2120040,10091,SF,101226,C,C,San Francisco Giants,13895,R,C
cahiltr01,RP4,4/7/2009,30054,Trevor Cahill,Trevor Cahill,Trevor Cahill,R,cahiltr01,cahit001,RP,8410,Trevor Cahill,Trevor Cahill,SP/RP,Trevor Cahill,1988,502239,Trevor Cahill,Trevor Cahill,6.098,1619075,8410,CHC,50199,RP,P,Chicago Cubs,6249,R,P
crowetr01,,4/9/2009,28642,Trevor Crowe,Trevor Crowe,Trevor Crowe,S,crowetr01,crowt001,RF,7918,Trevor Crowe,Trevor Crowe,RF/CF,Trevor Crowe,1983,460067,Trevor Crowe,Trevor Crowe,-1,1098381,7918,HOU,47391,LF,OF,Houston Astros,3402,R,OF
gotttr01,RP12,6/14/2015,33614,Trevor Gott,Trevor Gott,Trevor Gott,R,,gottt001,RP,9996,Trevor Gott,Trevor Gott,RP,Trevor Gott,1992,641627,Trevor Gott,Trevor Gott,0.114,2165523,9996,WSH,102601,RP,P,Washington Nationals,15046,R,P
maytr01,RP6,8/9/2014,31263,Trevor May,Trevor May,Trevor May,R,maytr01,may-t001,RP,9783,Trevor May,Trevor May,SP,Trevor May,1989,543507,Trevor May,Trevor May,1.051,1733562,9783,MIN,58911,RP,P,Minnesota Twins,6398,R,P
plouftr01,3B1,5/21/2010,29441,Trevor Plouffe,Trevor Plouffe,Trevor Plouffe,R,plouftr01,plout001,3B,8733,Trevor Plouffe,Trevor Plouffe,3B,Trevor Plouffe,1986,461858,Trevor Plouffe,Trevor Plouffe,4.162,1103761,8733,MIN,46607,3B,3B,Minnesota Twins,7462,R,3B
rosentr01,RP1,7/18/2012,31945,Trevor Rosenthal,Trevor Rosenthal,Trevor Rosenthal,R,rosentr01,roset001,RP,9240,Trevor Rosenthal,Trevor Rosenthal,RP,Trevor Rosenthal,1990,572096,Trevor Rosenthal,Trevor Rosenthal,3.058,1937341,9240,STL,60664,RP,P,St. Louis Cardinals,10745,R,P
,,,32150,Trevor Story,Trevor Story,,R,,,SS,9571,Trevor Story,Trevor Story,SS,Trevor Story,1992,596115,Trevor Story,,0,1945488,9571,COL,70406,SS,SS,Colorado Rockies,sa597765,R,SS
,RP9,,32609,Trey Haley,Trey Haley,,R,,,RP,,,Trey Haley,,,1990,543270,Trey Haley,,0,2027430,,PIT,57934,RP,,Pittsburgh Pirates,sa456039,R,P
pattotr01,,8/25/2007,28686,Troy Patton,Troy Patton,Troy Patton,S,pattotr01,pattt001,RP,7962,Troy Patton,Troy Patton,RP/SP,Troy Patton,1985,461856,Troy Patton,Troy Patton,-1,1205561,7962,MIA,48398,RP,P,Miami Marlins,8368,L,P
tulowtr01,SS1,8/30/2006,28567,Troy Tulowitzki,Troy Tulowitzki,Troy Tulowitzki,R,tulowtr01,tulot001,SS,7850,Troy Tulowitzki,Troy Tulowitzki,SS,Troy Tulowitzki,1984,453064,Troy Tulowitzki,Troy Tulowitzki,9.033,589256,7850,TOR,46724,SS,SS,Toronto Blue Jays,3531,R,SS
wadats01,,7/8/2014,32042,Tsuyoshi Wada,Tsuyoshi Wada,Tsuyoshi Wada,L,wadats01,wadat001,SP,9091,Tsuyoshi Wada,Tsuyoshi Wada,SP,Tsuyoshi Wada,1981,493159,Tsuyoshi Wada,Tsuyoshi Wada,-1,1927391,9091,CHC,51334,SP,P,Chicago Cubs,13046,L,P
barnhtu01,C2,4/3/2014,31173,Tucker Barnhart,Tucker Barnhart,Tucker Barnhart,S,barnhtu01,barnt001,C,9664,Tucker Barnhart,Tucker Barnhart,C,Tucker Barnhart,1991,571466,Tucker Barnhart,Tucker Barnhart,1.075,1803883,9664,CIN,59592,C,C,Cincinnati Reds,10200,R,C
gosewtu01,C2,8/1/2013,29669,Tuffy Gosewisch,Tuffy Gosewisch,Tuffy Gosewisch,R,gosewtu01,goset001,C,9479,Tuffy Gosewisch,Tuffy Gosewisch,C,Tuffy Gosewisch,1983,488912,Tuffy Gosewisch,Tuffy Gosewisch,2.06,1447029,9479,ARI,49364,C,C,Arizona Diamondbacks,5277,R,C
,,,33138,Ty Blach,Ty Blach,,R,,,SP,,,Ty Blach,,,1990,621389,Ty Blach,,0,2114068,,SF,101991,SP,,San Francisco Giants,sa658009,L,P
,,,32753,Ty Kelly,Ty Kelly,,S,,,3B,,,Ty Kelly,,,1988,571841,Ty Kelly,,0,2044377,,TOR,60927,3B,,Toronto Blue Jays,sa501692,R,2B
wiggity01,,5/16/2002,5176,Ty Wigginton,Ty Wigginton,Ty Wigginton,R,wiggity01,wiggt001,3B,6930,Ty Wigginton,Ty Wigginton,1B/3B,Ty Wigginton,1977,421064,Ty Wigginton,Ty Wigginton,-1,182000,6930,MIA,592,3B,1B,Miami Marlins,1491,R,1B
,,,32151,Tyler Anderson,Tyler Anderson,,L,,,SP,10031,Tyler Anderson,Tyler Anderson,SP,Tyler Anderson,1989,542881,Tyler Anderson,,0,1894636,10031,COL,65947,SP,P,Colorado Rockies,sa578009,L,P
,,,32161,Tyler Austin,Tyler Austin,,R,,,RF,9603,Tyler Austin,Tyler Austin,RF,Tyler Austin,1991,592122,Tyler Austin,,0,1947847,9603,NYY,66927,RF,RF,New York Yankees,sa549178,R,OF
chatwty01,SP3,4/11/2011,30564,Tyler Chatwood,Tyler Chatwood,Tyler Chatwood,R,chatwty01,chatt001,SP,8862,Tyler Chatwood,Tyler Chatwood,SP/RP,Tyler Chatwood,1989,543022,Tyler Chatwood,Tyler Chatwood,4.039,1725478,8862,COL,58241,SP,P,Colorado Rockies,4338,R,P
clippty01,RP2,5/20/2007,28694,Tyler Clippard,Tyler Clippard,Tyler Clippard,R,clippty01,clipt001,RP,7970,Tyler Clippard,Tyler Clippard,RP,Tyler Clippard,1985,461325,Tyler Clippard,Tyler Clippard,6.148,1179740,7970,ARI,45514,RP,P,Arizona Diamondbacks,5640,R,P
cloydty01,,8/29/2012,32578,Tyler Cloyd,Tyler Cloyd,Tyler Cloyd,R,cloydty01,cloyt001,SP,9278,Tyler Cloyd,Tyler Cloyd,SP,Tyler Cloyd,1987,543031,Tyler Cloyd,Tyler Cloyd,-1,1995708,9278,CLE,58155,SP,P,Cleveland Indians,8536,R,P
collity01,LF3,3/31/2014,32136,Tyler Collins,Tyler Collins,Tyler Collins,L,collity01,collt002,LF,9649,Tyler Collins,Tyler Collins,LF,Tyler Collins,1990,607385,Tyler Collins,Tyler Collins,0.145,1947836,9649,DET,70568,LF,LF,Detroit Tigers,12723,L,LF
colvity01,,9/21/2009,28999,Tyler Colvin,Tyler Colvin,Tyler Colvin,L,colvity01,colvt001,LF,8605,Tyler Colvin,Tyler Colvin,LF/RF,Tyler Colvin,1985,502125,Tyler Colvin,Tyler Colvin,-1,1199445,8605,MIA,50137,LF,LF,Miami Marlins,5310,L,LF
cravyty01,RP7,6/2/2015,33824,Tyler Cravy,Tyler Cravy,Tyler Cravy,R,,cravt001,SP,9980,Tyler Cravy,Tyler Cravy,SP,Tyler Cravy,1989,572788,Tyler Cravy,Tyler Cravy,0.081,2167498,9980,MIL,60202,SP,P,Milwaukee Brewers,10770,R,P
duffety01,SP4,8/5/2015,33668,Tyler Duffey,Tyler Duffey,Tyler Duffey,R,,dufft001,SP,10039,Tyler Duffey,Tyler Duffey,SP,Tyler Duffey,1990,608648,Tyler Duffey,Tyler Duffey,0.063,2164747,10039,MIN,100292,SP,P,Minnesota Twins,13758,R,P
flowety01,C2,9/3/2009,30157,Tyler Flowers,Tyler Flowers,Tyler Flowers,R,flowety01,flowt001,C,8572,Tyler Flowers,Tyler Flowers,C,Tyler Flowers,1986,452095,Tyler Flowers,Tyler Flowers,4.148,1539223,8572,ATL,52532,C,C,Atlanta Braves,9134,R,C
,,,33190,Tyler Glasnow,Tyler Glasnow,,L,,,SP,9616,Tyler Glasnow,Tyler Glasnow,SP,Tyler Glasnow,1993,607192,Tyler Glasnow,,0,2068548,9616,PIT,70795,SP,P,Pittsburgh Pirates,sa597835,R,P
